,State_FIPS_Code,County_FIPS_Code,Diabetes,CHSI_County_Name_x,CHSI_State_Name_x,CHSI_State_Abbr_x,Strata_ID_Number_x,Strata_Determining_Factors,Number_Counties,Population_Size,Min_Population_Size,Max_Population_Size,Population_Density,Min_Population_Density,Max_Population_Density,Poverty,Min_Poverty,Max_Poverty,Age_19_Under,Min_Age_19_Under,Max_Age_19_Under,Age_19_64,Min_Age_19_64,Max_Age_19_65,Age_65_84,Min_Age_65_84,Max_Age_65_85,Age_85_and_Over,Min_Age_85_and_Over,Max_Age_85_and_Over,White,Min_White,Max_White,Black,Min_Black,Max_Black,Native_American,Min_Native_American,Max_Native_American,Asian,Min_Asian,Max_Asian,Hispanic,Min_Hispanic,Max_Hispanic,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt_Ind,Salm_Rpt,Salm_Rpt_Ind,Salm_Exp,Shig_Rpt_Ind,Shig_Exp,Carbon_Monoxide_Ind,Nitrogen_Dioxide_Ind,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind,EH_Time_Span
220,8,69,3.5,Larimer,Colorado,CO,11,"frontier status, population size, poverty, age",44,271927,119015,235272,105,176,492,9.3,6.1,10.9,24.9,22.2,26.0,65.0,61.5,66.9,8.8,8.1,12.0,1.3,1.2,2.2,94.9,82.9,96.0,0.9,1.0,13.3,0.7,0.1,0.7,1.9,0.9,5.1,9.3,1.0,9.3,13286.0,7180.0,5820.0,19644,23186,1,92.0,0,95.0,0,32.0,0,0,0,1,0,0,2001-2003
221,8,71,11.0,Las Animas,Colorado,CO,87,"frontier status, population size, poverty, age",32,15446,1518,12815,3,1,5,15.4,14.9,21.2,24.4,18.5,25.3,58.1,51.6,62.3,14.5,14.1,21.6,2.9,1.9,4.5,94.5,90.3,98.3,0.6,0.0,7.3,2.7,0.4,2.6,1.0,0.1,0.9,40.8,1.3,34.9,2394.0,402.0,521.0,1121,1203,1,13.0,0,19.0,1,6.0,0,0,0,0,0,0,1994-2003
222,8,75,6.2,Logan,Colorado,CO,58,"frontier status, population size, poverty, age, population density",48,20719,3810,15896,11,7,14,12.8,9.4,12.2,26.3,20.0,24.3,59.6,53.3,61.8,12.1,13.6,20.4,2.0,2.5,5.0,96.0,90.2,99.3,2.3,0.0,3.5,0.8,0.2,3.9,0.5,0.1,0.5,12.6,0.7,3.9,2367.0,428.0,489.0,1471,1649,1,30.0,1,22.0,1,6.0,0,0,0,0,0,0,1994-2003
223,8,77,3.9,Mesa,Colorado,CO,16,"frontier status, population size, poverty, age",27,129872,118395,277035,39,39,457,11.1,9.7,12.9,24.7,21.3,25.4,59.9,55.3,62.0,13.1,11.8,19.5,2.2,1.9,3.4,96.3,83.5,96.3,0.7,1.0,14.1,0.9,0.1,1.1,0.7,0.4,3.3,10.8,0.8,13.7,12897.0,3310.0,4104.0,9382,10265,1,33.0,0,55.0,0,11.0,0,0,0,0,0,0,2001-2003
224,8,81,7.6,Moffat,Colorado,CO,80,"frontier status, population size, poverty, age",41,13417,1303,12284,3,0,5,9.5,9.7,13.7,28.5,20.1,31.6,62.5,55.4,67.3,7.8,7.8,16.4,1.2,0.8,2.2,97.3,77.4,99.4,0.4,0.1,2.8,0.9,0.5,16.3,0.4,0.0,1.1,12.6,1.7,27.8,1753.0,367.0,267.0,926,1021,1,13.0,1,13.0,0,4.0,0,0,0,0,0,0,1994-2003
225,8,83,5.7,Montezuma,Colorado,CO,42,"frontier status, population size, poverty, age",53,24778,8134,24778,12,9,66,14.9,12.5,16.4,26.4,24.4,32.4,58.7,55.8,63.2,13.3,9.2,13.3,1.6,1.0,2.1,87.0,63.9,97.6,0.2,0.3,35.4,10.9,0.1,2.6,0.4,0.1,1.5,9.7,1.2,46.9,3065.0,679.0,754.0,1752,1893,1,46.0,1,37.0,1,19.0,0,0,0,0,0,0,1994-2003
226,8,85,4.2,Montrose,Colorado,CO,31,"frontier status, population size, poverty, age",22,37482,29055,44752,17,17,77,12.3,9.7,12.4,25.5,23.7,26.4,58.6,57.0,60.9,13.7,12.1,13.9,2.2,1.9,2.9,96.3,92.8,98.6,0.6,0.2,3.3,1.3,0.2,2.1,0.7,0.3,1.0,16.5,0.7,10.4,4804.0,887.0,1220.0,2676,2851,0,35.0,1,21.0,0,3.0,0,0,0,0,0,0,1999-2003
227,8,87,4.2,Morgan,Colorado,CO,34,"frontier status, population size, poverty, age",22,27995,28910,46480,22,22,70,12.8,12.5,16.4,30.4,22.5,27.3,55.9,57.0,60.8,11.4,12.3,15.7,2.2,1.6,2.6,97.3,81.0,97.3,0.7,0.4,17.2,1.0,0.2,7.5,0.5,0.3,0.7,32.2,1.0,18.5,4891.0,633.0,644.0,1873,2116,1,29.0,1,18.0,1,8.0,0,0,0,0,0,0,1999-2003
228,8,89,1.6,Otero,Colorado,CO,75,"frontier status, population size, poverty, age, population density",37,19495,6228,19495,15,15,22,17.8,17.0,24.9,28.0,22.3,28.6,54.7,55.2,63.8,14.7,11.0,15.1,2.6,1.8,2.6,95.1,30.0,97.1,1.1,1.1,69.6,1.6,0.1,1.6,1.0,0.1,0.5,37.8,0.7,37.8,2999.0,620.0,669.0,1351,1509,1,42.0,1,35.0,1,12.0,0,0,0,0,0,0,1994-2003
229,8,93,2.5,Park,Colorado,CO,78,"frontier status, population size, poverty, age",43,16949,765,16949,8,0,7,7.2,7.2,11.2,22.3,19.4,30.4,69.4,57.0,70.2,7.9,5.6,14.1,0.4,0.4,2.3,96.6,68.4,98.7,0.8,0.0,1.6,0.8,0.4,16.2,0.6,0.0,3.2,5.8,1.1,22.6,805.0,427.0,464.0,1260,1258,1,9.0,0,15.0,1,5.0,0,0,0,0,0,0,1994-2003
230,8,97,2.1,Pitkin,Colorado,CO,37,"frontier status, population size, poverty, age",30,14914,5403,24822,15,10,2019,5.2,4.8,9.8,16.9,18.4,24.5,73.8,61.8,73.3,8.6,6.5,14.2,0.7,0.4,2.2,97.0,75.3,97.7,0.7,0.4,16.1,0.3,0.0,1.0,1.5,0.2,6.4,7.0,0.7,13.1,429.0,465.0,391.0,1180,1056,1,34.0,1,21.0,1,4.0,0,0,0,0,0,0,1994-2003
231,8,99,9.3,Prowers,Colorado,CO,66,"frontier status, population size, poverty, age, population density",37,13892,6709,17773,8,8,19,17.4,17.4,29.4,31.1,24.5,34.1,55.9,53.7,62.2,10.8,8.6,13.2,2.2,1.0,2.0,96.8,24.9,97.0,0.6,0.5,71.7,1.5,0.1,53.4,0.7,0.1,0.8,37.2,0.8,83.5,2327.0,380.0,423.0,922,1083,0,29.0,1,26.0,0,21.0,0,0,0,0,0,0,1994-2003
232,8,101,9.0,Pueblo,Colorado,CO,6,"frontier status, population size, poverty",53,151322,111380,231954,63,43,697,15.2,12.4,16.5,26.3,22.4,29.6,58.9,57.8,62.9,12.6,8.5,16.2,2.2,1.1,2.7,93.7,65.8,95.0,2.2,1.0,30.1,1.9,0.3,1.9,0.9,0.7,3.4,38.5,1.9,21.0,18366.0,4649.0,4569.0,10704,11787,1,67.0,1,70.0,0,44.0,0,0,0,0,0,0,2001-2003
233,8,103,7.0,Rio Blanco,Colorado,CO,78,"frontier status, population size, poverty, age",43,5973,765,16949,2,0,7,9.2,7.2,11.2,25.9,19.4,30.4,61.6,57.0,70.2,11.2,5.6,14.1,1.2,0.4,2.3,97.8,68.4,98.7,0.2,0.0,1.6,0.9,0.4,16.2,0.4,0.0,3.2,5.8,1.1,22.6,444.0,145.0,114.0,427,489,1,10.0,1,7.0,1,2.0,0,0,0,0,0,0,1994-2003
234,8,107,0.7,Routt,Colorado,CO,37,"frontier status, population size, poverty, age",30,21313,5403,24822,9,10,2019,6.3,4.8,9.8,21.5,18.4,24.5,72.6,61.8,73.3,5.5,6.5,14.2,0.4,0.4,2.2,97.7,75.3,97.7,0.5,0.4,16.1,0.5,0.0,1.0,0.5,0.2,6.4,3.7,0.7,13.1,709.0,540.0,509.0,1602,1649,1,62.0,1,26.0,1,6.0,0,0,0,0,0,0,1994-2003
235,8,115,8.3,Sedgwick,Colorado,CO,81,"frontier status, population size, poverty, age",58,2529,1935,7721,5,2,5,11.1,9.4,12.1,23.3,18.1,24.0,53.7,53.6,59.7,19.6,15.1,21.6,3.4,2.4,5.4,98.0,96.2,99.4,0.6,0.0,0.6,0.0,0.1,2.4,1.1,0.1,0.7,13.6,0.3,10.1,370.0,52.0,76.0,185,181,1,2.0,0,3.0,0,1.0,0,0,0,0,0,0,1994-2003
236,8,117,0.6,Summit,Colorado,CO,37,"frontier status, population size, poverty, age",30,24892,5403,24822,41,10,2019,6.4,4.8,9.8,18.8,18.4,24.5,76.6,61.8,73.3,4.3,6.5,14.2,0.3,0.4,2.2,97.1,75.3,97.7,0.9,0.4,16.1,0.4,0.0,1.0,0.9,0.2,6.4,13.1,0.7,13.1,1236.0,655.0,657.0,1924,1880,1,44.0,1,31.0,1,7.0,0,0,0,0,0,0,1994-2003
237,8,119,5.2,Teller,Colorado,CO,38,"frontier status, population size, poverty, age",35,21918,7467,25734,39,10,77,7.6,5.6,10.6,23.8,24.0,31.3,66.9,60.0,64.0,8.7,7.0,12.5,0.6,0.6,2.2,95.8,90.7,98.7,1.0,0.1,6.3,1.0,0.2,1.9,0.7,0.2,1.3,4.5,0.6,13.8,900.0,626.0,538.0,1602,1673,0,8.0,0,23.0,0,18.0,0,0,0,0,0,0,1994-2003
238,8,123,4.8,Weld,Colorado,CO,13,"frontier status, population size, poverty, age",16,228943,125578,226514,57,99,723,10.3,6.7,11.3,29.0,19.1,27.2,62.6,54.2,62.6,7.2,11.1,22.4,1.1,1.5,3.9,95.8,86.0,96.5,0.8,1.1,8.9,1.0,0.2,1.0,1.2,0.7,3.4,27.5,1.6,27.3,28159.0,5574.0,5254.0,15646,18793,1,124.0,1,92.0,1,18.0,0,0,0,1,0,0,2001-2003
239,8,125,3.7,Yuma,Colorado,CO,82,"frontier status, population size, poverty, age",37,9789,1573,10784,4,1,6,12.1,9.7,13.7,27.8,20.3,27.8,56.1,53.6,59.8,13.4,13.1,18.9,2.6,2.1,4.5,99.1,96.4,99.4,0.2,0.0,0.9,0.3,0.1,2.8,0.1,0.1,0.5,18.4,0.6,15.9,1291.0,199.0,264.0,680,741,1,27.0,1,13.0,1,3.0,0,0,0,0,0,0,1994-2003
240,9,1,5.1,Fairfield,Connecticut,CT,2,"frontier status, population size, poverty",32,902775,596666,940807,1443,682,2549,7.3,5.8,9.8,26.5,24.4,28.9,60.4,60.5,64.7,10.8,7.2,12.0,2.2,0.9,2.4,83.7,68.5,92.0,10.7,2.2,20.6,0.3,0.2,0.9,4.2,2.9,15.5,13.8,2.4,18.0,94167.0,20249.0,17472.0,61937,56172,0,392.0,1,349.0,0,107.0,0,0,0,1,0,0,2001-2003
241,9,3,6.3,Hartford,Connecticut,CT,2,"frontier status, population size, poverty",32,877393,596666,940807,1193,682,2549,9.2,5.8,9.8,24.9,24.4,28.9,60.9,60.5,64.7,11.6,7.2,12.0,2.6,0.9,2.4,81.6,68.5,92.0,13.3,2.2,20.6,0.3,0.2,0.9,3.4,2.9,15.5,12.5,2.4,18.0,104391.0,23897.0,13885.0,61574,56940,0,319.0,0,338.0,0,104.0,0,0,0,1,0,0,2001-2003
242,9,5,5.8,Litchfield,Connecticut,CT,13,"frontier status, population size, poverty, age",16,190071,125578,226514,207,99,723,5.5,6.7,11.3,23.2,19.1,27.2,62.4,54.2,62.6,11.7,11.1,22.4,2.7,1.5,3.9,96.0,86.0,96.5,1.4,1.1,8.9,0.2,0.2,1.0,1.4,0.7,3.4,3.1,1.6,27.3,18746.0,4704.0,3755.0,13616,12125,1,55.0,0,84.0,0,17.0,0,0,0,1,0,0,2001-2003
243,9,7,5.2,Middlesex,Connecticut,CT,11,"frontier status, population size, poverty, age",44,163214,119015,235272,442,176,492,5.1,6.1,10.9,23.3,22.2,26.0,62.9,61.5,66.9,11.2,8.1,12.0,2.6,1.2,2.2,91.8,82.9,96.0,4.7,1.0,13.3,0.2,0.1,0.7,2.1,0.9,5.1,3.5,1.0,9.3,12744.0,3854.0,4010.0,11674,10553,1,36.0,0,57.0,0,19.0,0,0,0,1,0,0,2001-2003
244,9,9,7.3,New Haven,Connecticut,CT,2,"frontier status, population size, poverty",32,846766,596666,940807,1398,682,2549,9.4,5.8,9.8,24.9,24.4,28.9,61.2,60.5,64.7,11.1,7.2,12.0,2.8,0.9,2.4,82.4,68.5,92.0,12.6,2.2,20.6,0.3,0.2,0.9,3.3,2.9,15.5,11.7,2.4,18.0,96328.0,23141.0,21587.0,59388,56189,0,325.0,0,326.0,0,100.0,0,0,0,1,0,0,2001-2003
245,9,11,6.6,New London,Connecticut,CT,9,"frontier status, population size, poverty, age",24,266618,274950,490593,400,197,1227,6.6,4.7,9.6,24.7,24.0,28.0,62.2,61.9,66.5,11.0,7.5,11.0,2.1,1.1,2.1,87.6,70.1,94.0,6.0,1.1,20.6,0.9,0.2,1.4,3.2,1.6,7.8,5.9,2.1,17.4,25168.0,6553.0,8486.0,18761,17581,1,106.0,1,102.0,0,55.0,0,0,0,1,0,0,2001-2003
246,9,13,4.2,Tolland,Connecticut,CT,11,"frontier status, population size, poverty, age",44,147634,119015,235272,360,176,492,5.3,6.1,10.9,24.2,22.2,26.0,65.3,61.5,66.9,9.0,8.1,12.0,1.6,1.2,2.2,92.6,82.9,96.0,3.4,1.0,13.3,0.2,0.1,0.7,2.8,0.9,5.1,3.4,1.0,9.3,10162.0,3374.0,2492.0,10524,11261,1,30.0,0,51.0,0,17.0,0,0,0,1,0,0,2001-2003
247,9,15,7.4,Windham,Connecticut,CT,12,"frontier status, population size, poverty, age",57,115826,126158,268187,226,137,605,8.1,4.6,9.5,24.5,24.2,29.7,63.7,60.7,64.7,9.7,7.0,10.9,2.2,0.8,1.9,94.7,79.8,97.0,2.3,0.9,11.5,0.5,0.2,1.0,1.1,0.8,5.2,7.4,1.2,10.3,15624.0,3325.0,1793.0,8177,8035,0,44.0,1,43.0,0,13.0,0,0,0,0,0,0,2001-2003
248,10,1,8.5,Kent,Delaware,DE,15,"frontier status, population size, poverty, age",23,143968,107972,231578,244,138,551,10.6,10.2,13.5,26.3,25.2,28.9,61.4,59.4,63.0,10.8,8.0,12.2,1.5,0.8,2.2,73.7,69.2,93.6,22.0,3.2,26.9,0.6,0.2,0.9,1.9,0.8,3.4,3.7,1.4,21.1,19099.0,2670.0,3114.0,8167,9653,1,51.0,0,87.0,1,43.0,0,0,0,1,0,0,2001-2003
249,10,3,6.6,New Castle,Delaware,DE,9,"frontier status, population size, poverty, age",24,523008,274950,490593,1227,197,1227,8.2,4.7,9.6,25.1,24.0,28.0,63.3,61.9,66.5,9.9,7.5,11.0,1.6,1.1,2.1,72.3,70.1,94.0,22.5,1.1,20.6,0.3,0.2,1.4,3.6,1.6,7.8,6.6,2.1,17.4,50065.0,12469.0,11659.0,30114,34566,0,163.0,0,199.0,1,107.0,0,0,0,1,0,0,2001-2003
250,10,5,8.9,Sussex,Delaware,DE,16,"frontier status, population size, poverty, age",27,176548,118395,277035,188,39,457,10.0,9.7,12.9,21.4,21.3,25.4,59.1,55.3,62.0,17.2,11.8,19.5,2.2,1.9,3.4,83.5,83.5,96.3,14.1,1.0,14.1,0.6,0.1,1.1,0.9,0.4,3.3,5.8,0.8,13.7,29734.0,3333.0,5203.0,10618,10978,0,88.0,1,74.0,1,15.0,0,0,0,1,0,0,2001-2003
251,11,1,7.8,Washington,District of Columbia,DC,3,"frontier status, population size, poverty",39,550521,550521,928032,8966,432,8966,17.5,11.2,19.6,21.5,22.4,32.0,66.3,58.4,66.3,10.5,7.4,12.4,1.8,1.0,2.3,38.0,45.6,87.6,57.0,3.4,51.3,0.3,0.2,3.6,3.2,1.5,9.0,8.4,2.2,43.6,85615.0,19159.0,15471.0,39452,38591,0,218.0,0,237.0,1,237.0,0,0,0,1,0,0,2001-2003
252,12,1,7.1,Alachua,Florida,FL,6,"frontier status, population size, poverty",53,223852,111380,231954,256,43,697,16.1,12.4,16.5,23.7,22.4,29.6,66.1,57.8,62.9,9.0,8.5,16.2,1.2,1.1,2.7,73.7,65.8,95.0,20.0,1.0,30.1,0.3,0.3,1.9,4.4,0.7,3.4,6.3,1.9,21.0,15317.0,3553.0,7283.0,12219,15278,1,175.0,1,106.0,1,66.0,0,0,0,0,0,0,2001-2003
253,12,3,10.3,Baker,Florida,FL,42,"frontier status, population size, poverty, age",53,24569,8134,24778,42,9,66,13.7,12.5,16.4,27.2,24.4,32.4,63.2,55.8,63.2,9.0,9.2,13.3,0.7,1.0,2.1,85.3,63.9,97.6,13.3,0.3,35.4,0.3,0.1,2.6,0.5,0.1,1.5,2.3,1.2,46.9,4348.0,384.0,737.0,1275,1346,0,47.0,1,35.0,1,17.0,0,0,0,0,0,0,1994-2003
254,12,5,6.9,Bay,Florida,FL,6,"frontier status, population size, poverty",53,161558,111380,231954,212,43,697,12.8,12.4,16.5,24.6,22.4,29.6,61.4,57.8,62.9,12.8,8.5,16.2,1.2,1.1,2.7,84.4,65.8,95.0,11.3,1.0,30.1,0.8,0.3,1.9,1.9,0.7,3.4,3.1,1.9,21.0,20866.0,2962.0,6190.0,8648,8385,0,329.0,1,73.0,1,46.0,0,0,0,0,0,0,2001-2003
255,12,7,8.1,Bradford,Florida,FL,44,"frontier status, population size, poverty, age",33,28118,10108,25122,96,28,80,16.2,15.7,24.5,21.9,20.2,25.2,65.4,61.8,66.8,11.5,10.2,12.9,1.3,1.2,1.8,76.3,50.2,99.2,21.9,0.2,49.2,0.4,0.0,0.4,0.8,0.1,0.8,2.9,0.7,3.9,5046.0,419.0,1000.0,1558,1519,0,71.0,1,31.0,1,13.0,0,0,0,0,0,0,1994-2003
256,12,9,8.8,Brevard,Florida,FL,4,"frontier status, population size, poverty",25,531250,280446,499060,522,250,993,10.1,10.1,13.3,22.0,21.4,28.5,57.9,57.9,63.0,17.7,8.1,15.3,2.4,0.9,2.8,86.9,71.3,95.8,9.4,1.7,25.9,0.4,0.2,1.5,1.9,0.7,4.6,6.0,1.7,33.3,51430.0,9110.0,15071.0,29410,27814,0,559.0,1,208.0,1,89.0,0,0,0,0,0,0,2001-2003
257,12,11,7.1,Broward,Florida,FL,1,"frontier status, population size",34,1777638,1214361,3635528,1475,395,20520,12.5,7.6,18.9,25.6,22.8,29.8,60.4,59.5,63.8,11.4,7.5,12.7,2.6,1.0,2.5,70.4,53.7,86.1,24.9,4.3,38.3,0.3,0.2,1.2,3.0,2.2,16.2,21.7,3.1,46.4,215578.0,35063.0,56494.0,93982,90741,0,782.0,1,459.0,1,255.0,0,0,0,0,0,0,2001-2003
258,12,13,4.8,Calhoun,Florida,FL,67,"frontier status, population size, poverty, age, population density",31,13290,8756,21398,23,20,28,18.1,17.4,27.9,23.1,23.6,30.0,62.5,57.9,62.5,12.5,9.2,13.0,1.8,1.3,2.1,81.3,37.4,80.1,15.9,18.4,61.5,1.4,0.1,1.0,0.6,0.2,0.9,4.4,0.8,10.0,2789.0,219.0,553.0,726,722,0,28.0,1,20.0,1,8.0,0,0,0,0,0,0,1994-2003
259,12,15,9.1,Charlotte,Florida,FL,13,"frontier status, population size, poverty, age",16,157536,125578,226514,227,99,723,9.3,6.7,11.3,16.2,19.1,27.2,50.1,54.2,62.6,29.2,11.1,22.4,4.6,1.5,3.9,92.7,86.0,96.5,5.3,1.1,8.9,0.2,0.2,1.0,1.1,0.7,3.4,4.2,1.6,27.3,22147.0,2371.0,5075.0,9319,7812,0,155.0,1,67.0,1,13.0,0,0,0,0,0,0,2001-2003
260,12,17,11.6,Citrus,Florida,FL,6,"frontier status, population size, poverty",53,134370,111380,231954,230,43,697,12.4,12.4,16.5,17.4,22.4,29.6,51.9,57.8,62.9,26.9,8.5,16.2,3.7,1.1,2.7,94.9,65.8,95.0,2.8,1.0,30.1,0.4,0.3,1.9,1.1,0.7,3.4,3.4,1.9,21.0,22320.0,1957.0,4843.0,7846,6849,0,90.0,1,59.0,0,37.0,0,0,0,0,0,0,2001-2003
261,12,19,7.9,Clay,Florida,FL,12,"frontier status, population size, poverty, age",57,171095,126158,268187,285,137,605,7.4,4.6,9.5,26.5,24.2,29.7,63.3,60.7,64.7,9.4,7.0,10.9,0.8,0.8,1.9,86.6,79.8,97.0,8.7,0.9,11.5,0.5,0.2,1.0,2.5,0.8,5.2,5.5,1.2,10.3,15154.0,2843.0,4770.0,8959,9192,0,161.0,1,59.0,1,18.0,0,0,0,0,0,0,2001-2003
262,12,21,8.4,Collier,Florida,FL,16,"frontier status, population size, poverty, age",27,307242,118395,277035,152,39,457,9.6,9.7,12.9,21.7,21.3,25.4,54.6,55.3,62.0,21.1,11.8,19.5,2.7,1.9,3.4,92.0,83.5,96.3,5.9,1.0,14.1,0.4,0.1,1.1,1.1,0.4,3.3,24.2,0.8,13.7,40191.0,4550.0,9940.0,17017,15397,0,244.0,1,124.0,1,25.0,0,0,0,0,0,0,2001-2003
263,12,23,10.4,Columbia,Florida,FL,8,"frontier status, population size, poverty",54,64040,54746,94031,80,47,164,15.6,16.5,22.1,25.3,22.2,30.9,60.6,57.5,64.2,12.6,8.5,14.1,1.4,1.1,2.1,80.4,41.6,96.6,17.4,1.1,51.9,0.6,0.2,3.2,0.8,0.4,2.1,3.5,0.7,20.8,10688.0,983.0,3071.0,3400,3436,1,53.0,1,58.0,0,29.0,0,0,0,0,0,0,1999-2003
264,12,27,11.3,DeSoto,Florida,FL,35,"frontier status, population size, poverty, age",27,35406,27228,49644,56,32,87,18.3,14.6,20.3,23.9,21.8,26.5,58.6,57.6,62.1,15.6,12.6,16.6,1.9,1.6,2.6,84.4,62.3,98.0,11.8,0.5,36.6,2.9,0.2,17.0,0.6,0.3,0.7,31.2,0.8,16.0,8538.0,622.0,1032.0,1914,1975,0,36.0,1,26.0,1,20.0,0,0,0,0,0,0,1999-2003
265,12,29,7.4,Dixie,Florida,FL,75,"frontier status, population size, poverty, age, population density",37,14647,6228,19495,21,15,22,18.6,17.0,24.9,21.7,22.3,28.6,60.3,55.2,63.8,16.5,11.0,15.1,1.5,1.8,2.6,89.3,30.0,97.1,9.5,1.1,69.6,0.5,0.1,1.6,0.3,0.1,0.5,2.1,0.7,37.8,3501.0,224.0,745.0,812,776,1,30.0,1,23.0,1,8.0,0,0,0,0,0,0,1994-2003
266,12,31,6.5,Duval,Florida,FL,3,"frontier status, population size, poverty",39,826436,550521,928032,1068,432,8966,12.8,11.2,19.6,28.1,22.4,32.0,61.6,58.4,66.3,9.3,7.4,12.4,1.0,1.0,2.3,64.7,45.6,87.6,30.0,3.4,51.3,0.4,0.2,3.6,3.4,1.5,9.0,5.3,2.2,43.6,91506.0,17465.0,25590.0,42316,42938,0,899.0,1,337.0,1,337.0,0,0,0,0,0,0,2001-2003
267,12,33,8.4,Escambia,Florida,FL,5,"frontier status, population size, poverty",25,296772,296772,505505,448,124,2519,15.7,12.8,21.5,26.0,22.7,31.2,59.4,56.7,63.5,13.1,8.5,15.5,1.5,1.2,2.7,71.4,49.7,92.5,23.0,1.9,46.6,0.9,0.2,1.5,2.6,0.9,3.8,2.9,2.3,54.7,34278.0,5463.0,12146.0,15660,16317,0,271.0,1,152.0,1,116.0,0,0,0,1,0,0,2001-2003
268,12,35,9.7,Flagler,Florida,FL,26,"frontier status, population size, poverty, age",40,76410,28191,56200,158,37,160,8.2,7.2,10.5,18.3,20.4,25.0,56.6,57.7,61.6,22.6,12.3,16.8,2.5,2.1,3.3,88.0,89.6,98.7,9.2,0.3,8.1,0.3,0.2,1.2,1.6,0.3,1.6,6.6,0.8,9.8,8014.0,1042.0,2702.0,4412,4003,0,45.0,1,30.0,0,5.0,0,0,0,0,0,0,1999-2003
269,12,37,2.7,Franklin,Florida,FL,71,"frontier status, population size, poverty, age, population density",33,10177,7147,20507,19,19,28,14.6,16.2,21.1,21.7,20.0,25.2,62.0,56.6,63.8,14.7,12.1,18.3,1.6,1.6,2.7,88.7,57.6,99.0,10.0,0.2,41.9,0.4,0.1,0.8,0.4,0.1,0.7,1.5,0.5,17.8,2309.0,202.0,374.0,565,520,0,18.0,1,16.0,1,5.0,0,0,0,0,0,0,1994-2003
270,12,39,16.6,Gadsden,Florida,FL,53,"frontier status, population size, poverty, age, population density",27,46428,27274,46428,90,70,154,18.0,17.3,25.8,27.0,22.6,28.8,60.8,58.6,64.3,10.8,8.7,12.9,1.4,1.1,1.8,42.6,43.5,98.3,56.4,0.6,55.7,0.3,0.1,0.4,0.3,0.3,1.4,7.9,0.5,10.1,8749.0,839.0,1567.0,2410,2460,0,24.0,0,50.0,1,18.0,0,0,0,0,0,0,1999-2003
271,12,41,8.9,Gilchrist,Florida,FL,42,"frontier status, population size, poverty, age",53,16402,8134,24778,47,9,66,14.2,12.5,16.4,24.4,24.4,32.4,61.4,55.8,63.2,13.1,9.2,13.3,1.2,1.0,2.1,91.9,63.9,97.6,6.6,0.3,35.4,0.4,0.1,2.6,0.3,0.1,1.5,3.7,1.2,46.9,2804.0,222.0,709.0,884,986,0,38.0,1,22.0,1,11.0,0,0,0,0,0,0,1994-2003
272,12,43,6.9,Glades,Florida,FL,43,"frontier status, population size, poverty, age",57,11252,7102,22197,15,8,41,13.1,11.5,16.5,20.3,23.3,26.8,59.0,55.7,61.1,18.6,12.2,17.2,2.1,1.8,3.3,83.6,74.8,98.2,10.5,0.2,23.2,4.9,0.1,6.7,0.5,0.1,0.8,17.6,0.7,20.0,2446.0,214.0,350.0,635,600,0,31.0,1,14.0,1,6.0,0,0,0,0,0,0,1994-2003
273,12,45,10.1,Gulf,Florida,FL,41,"frontier status, population size, poverty, age",47,13975,6602,24509,25,20,1362,15.4,12.5,17.5,20.4,21.8,25.9,63.1,56.1,64.1,15.1,10.0,16.0,1.5,1.2,3.3,80.7,59.0,98.4,17.4,0.6,40.2,0.7,0.1,0.5,0.5,0.1,1.8,2.4,0.7,6.5,2750.0,240.0,513.0,789,745,0,55.0,1,25.0,0,12.0,0,0,0,0,0,0,1994-2003
274,12,51,7.6,Hendry,Florida,FL,51,"frontier status, population size, poverty, age, population density",33,39561,27269,43226,34,14,41,18.0,18.0,24.6,31.7,23.5,32.2,58.1,54.9,62.5,9.4,9.6,12.6,0.9,1.2,1.8,84.2,48.6,97.0,13.5,0.7,50.7,1.4,0.2,7.1,0.6,0.2,2.3,45.7,1.0,67.7,10396.0,1289.0,1196.0,1936,2232,0,83.0,1,36.0,1,20.0,0,0,0,0,0,0,1999-2003
275,12,53,10.3,Hernando,Florida,FL,6,"frontier status, population size, poverty",53,158409,111380,231954,331,43,697,12.1,12.4,16.5,19.7,22.4,29.6,53.6,57.8,62.9,23.5,8.5,16.2,3.2,1.1,2.7,93.4,65.8,95.0,4.6,1.0,30.1,0.3,0.3,1.9,0.9,0.7,3.4,7.4,1.9,21.0,25034.0,2574.0,7540.0,9002,8177,0,97.0,1,67.0,1,42.0,0,0,0,0,0,0,2001-2003
276,12,55,9.6,Highlands,Florida,FL,24,"frontier status, population size, poverty, age",35,95496,57558,94198,93,40,257,13.9,12.3,16.6,20.0,21.0,26.2,48.9,57.9,61.9,26.7,12.0,16.6,4.3,1.6,3.0,88.0,83.7,97.0,9.6,0.8,13.7,0.5,0.2,2.3,1.3,0.3,1.5,15.0,0.7,15.0,17878.0,1550.0,2827.0,5404,4865,0,60.0,1,62.0,1,31.0,0,0,0,0,0,0,1999-2003
